number	mergeable	isDraft	createdAt	updatedAt	headRef	baseRef	author	title	url
1777	MERGEABLE	True	31/07/2026 08:03:49	31/07/2026 08:03:49	fix/sqf-skill-weather-score-arty-actions-r76b-g1606-20260731	master	rayswaynl	fix(sqf): skill actions + setSkill + daynight + arty shells + endgame score (r76b)	https://github.com/rayswaynl/a2waspwarfare/pull/1777
1778	MERGEABLE	True	31/07/2026 08:07:50	31/07/2026 08:07:50	fix/aicom-retreat-withdrawal-fallback-r76-g1606-20260731	master	rayswaynl	fix(aicom): retreat/withdrawal/fallback after town loss (r76)	https://github.com/rayswaynl/a2waspwarfare/pull/1778
1779	MERGEABLE	True	31/07/2026 08:14:41	31/07/2026 08:39:32	fix/alife-usv-driver-lost-reap-r76-g1606-20260731	master	rayswaynl	fix(alife): USV boat patrol driver-lost reap + water-only unstuck (r76)	https://github.com/rayswaynl/a2waspwarfare/pull/1779
1780	MERGEABLE	True	31/07/2026 08:25:41	31/07/2026 08:25:41	fix/alife-naval-boat-patrol-lifecycle-r77-g1606-20260731	master	rayswaynl	fix(alife): USV coastal boat patrol lifecycle integrity (r77)	https://github.com/rayswaynl/a2waspwarfare/pull/1780
1781	MERGEABLE	True	31/07/2026 08:32:31	31/07/2026 08:32:31	fix/aicom-town-attack-pathfind-r78b-g1606-20260731	master	rayswaynl	fix(aicom): town attack pathfind fail-clean (null leader/hops/camps/path-pos safe r78b)	https://github.com/rayswaynl/a2waspwarfare/pull/1781
1782	MERGEABLE	True	31/07/2026 08:36:37	31/07/2026 08:36:37	fix/mission-match-stats-endround-r78-g1606-20260731	master	rayswaynl	fix(mission-core): match stats emission + end-round report integrity (r78)	https://github.com/rayswaynl/a2waspwarfare/pull/1782
1783	MERGEABLE	True	31/07/2026 08:44:39	31/07/2026 08:44:39	fix/upgrade-ui-queue-r79b-g1606-20260731	master	rayswaynl	fix(mission-core): upgrade UI + queue integrity fail-clean (r79b)	https://github.com/rayswaynl/a2waspwarfare/pull/1783
1784	MERGEABLE	True	31/07/2026 08:49:42	31/07/2026 08:49:42	fix/sqf-trigger-waypoint-scope-r79-g1606-20260731	master	rayswaynl	fix(sqf): trigger/waypoint statement-scope integrity (r79)	https://github.com/rayswaynl/a2waspwarfare/pull/1784
1785	MERGEABLE	True	31/07/2026 08:57:58	31/07/2026 08:57:58	fix/aicom-order-cancel-airlift-clear-r78-g1606-20260731	master	rayswaynl	fix(aicom): cancel undelivered airlift on order retarget/abort (r78)	https://github.com/rayswaynl/a2waspwarfare/pull/1785
1786	MERGEABLE	True	31/07/2026 08:58:07	31/07/2026 09:13:22	fable/spectator-v4-streaming-20260731	master	rayswaynl	feat(spectator): v4 streaming pass ΓÇö smooth director cam, fight-gated town cams, autostart + free-cam overhaul	https://github.com/rayswaynl/a2waspwarfare/pull/1786
1787	MERGEABLE	True	31/07/2026 09:08:09	31/07/2026 09:08:09	fix/player-respawn-cm-hc-barracks-radar-r80b-g1606-20260731	master	rayswaynl	fix(mission-core): player respawn gear + CM residual + HC PV + barracks queue + AAR detect (r80b)	https://github.com/rayswaynl/a2waspwarfare/pull/1787
1788	MERGEABLE	True	31/07/2026 09:16:51	31/07/2026 09:16:51	fix/alife-airdef-manpad-r80-g1606-20260731	master	rayswaynl	fix(alife): air defence / MANPAD static site lifecycle integrity (r80)	https://github.com/rayswaynl/a2waspwarfare/pull/1788
1789	MERGEABLE	True	31/07/2026 09:55:43	31/07/2026 09:55:43	fix/uav-terminal-handover-r78-g1606-20260731	master	rayswaynl	fix(mission-core): UAV terminal control handover lifecycle (r78)	https://github.com/rayswaynl/a2waspwarfare/pull/1789
1790	MERGEABLE	True	31/07/2026 10:02:34	31/07/2026 10:02:34	fix/daytime-skiptime-wrap-r78-g1606-20260731	master	rayswaynl	fix(sqf): permanent-daylight clamp on all machines + JIP band fold (r78)	https://github.com/rayswaynl/a2waspwarfare/pull/1790
1791	MERGEABLE	True	31/07/2026 11:45:50	31/07/2026 12:55:58	triage/worktree-triage-20260731	master	rayswaynl	docs: worktree triage report 2026-07-31	https://github.com/rayswaynl/a2waspwarfare/pull/1791
1792	MERGEABLE	True	31/07/2026 16:51:22	31/07/2026 16:51:22	kimi/ops-server-launch-autoinit	master	rayswaynl	feat(ops): add -autoInit to server_launch.cmd (cold-boot lobby-idle fix)	https://github.com/rayswaynl/a2waspwarfare/pull/1792
1793	MERGEABLE	True	31/07/2026 17:33:20	31/07/2026 17:33:20	codex/fold-lane194-victory-pack-20260731	master	rayswaynl	feat(lane194): victory-pack hold-ticks + HQ-loss winner + roundend flush [flags]	https://github.com/rayswaynl/a2waspwarfare/pull/1793
1794	MERGEABLE	True	31/07/2026 17:33:22	31/07/2026 17:33:22	codex/fold-perf-antistack-aicom-cleaner-r2-20260731	master	rayswaynl	perf(server): antistack mainLoop active-slice audit (r2 fold)	https://github.com/rayswaynl/a2waspwarfare/pull/1794
1795	MERGEABLE	True	31/07/2026 17:33:24	31/07/2026 17:33:24	codex/fold-map-clarity-team-marker-null-20260731	master	rayswaynl	fix(aicom): preserve HC team marker feed on leader handoff (map-clarity fold)	https://github.com/rayswaynl/a2waspwarfare/pull/1795
1796	MERGEABLE	True	31/07/2026 21:24:44	01/08/2026 03:44:37	fable/isrealplayer-call-precedence-20260731	deploy/m0730i-20260730	rayswaynl	fix(spectator): parenthesise the IsRealPlayer Call so ! does not negate the array	https://github.com/rayswaynl/a2waspwarfare/pull/1796
1797	MERGEABLE	True	31/07/2026 22:45:06	01/08/2026 03:26:05	fix/mission-description-evergreen-20260801	master	rayswaynl	fix(lobby): production mission descriptions, and drop the build number that rots	https://github.com/rayswaynl/a2waspwarfare/pull/1797
1798	MERGEABLE	True	01/08/2026 03:36:14	01/08/2026 03:36:14	feat/caster-slots-allowlist-20260801	master	rayswaynl	feat(caster): Caster 1/2 spectator slots + caster allowlist [flag WFBE_C_CASTER_AUTOSPECTATE default 0]	https://github.com/rayswaynl/a2waspwarfare/pull/1798
1799	MERGEABLE	True	01/08/2026 03:43:20	01/08/2026 03:43:20	fold/spectator-stack-20260801	master	rayswaynl	fold(spectator): v4 streaming stack ΓÇö #1786 (v4/v4.1 free-cam + director) + #1715 (observer lifecycle teardown)	https://github.com/rayswaynl/a2waspwarfare/pull/1799
